gX,gY,oX,oY,rX,rY,pX,pY
0.46216216216216205,86.78837132695956,0.46216216216216205,89.91789964660106,0.46216216216216205,82.29711585129456,0.4635135135135134,71.42432649639977
0.5108108108108107,99.9999999999999,0.5121621621621621,101.78699841461247,0.5108108108108107,91.52473108773883,0.5121621621621621,80.85228676856235
0.5662162162162161,107.34188827013517,0.5648648648648649,105.45736679737392,0.5648648648648649,96.51957137350696,0.5662162162162161,91.52473108773883
0.6243243243243244,140.00832056153908,0.6256756756756756,115.22280977398194,0.6243243243243244,105.45736679737392,0.6256756756756756,145.05692324279124
0.6905405405405406,192.58186341850742,0.6918918918918919,179.40979660601673,0.6918918918918919,147.64908816142568,0.6918918918918919,210.4151098066505
0.7797297297297299,665.3910011034466,0.7797297297297299,501.18723362727144,0.7810810810810811,242.4462017082326,0.7810810810810811,948.2504924681067
0.8121621621621623,1642.0433388871584,0.8121621621621623,1172.8183955791494,0.8121621621621623,321.8787511821229,0.8121621621621623,2381.897545702914
0.8472972972972974,2894.26612471674,0.8459459459459461,3775.0532053243837,0.8459459459459461,466.9074130371075,0.8459459459459461,9152.473108773855
0.8810810810810812,9316.027658125486,0.8810810810810812,5475.976030421927,0.8797297297297298,701.7038286703809,0.8716216216216218,4837.437696757789
0.9162162162162164,2030.9176209047307,0.9175675675675677,4427.4518434944775,0.9175675675675677,701.7038286703809,0.8810810810810812,3981.071705534961
0.9527027027027029,475.2510411057897,0.9540540540540542,1304.3213867190013,0.9540540540540542,642.2325422229343,0.8891891891891893,739.9983804321406
0.9932432432432434,145.05692324279124,0.9932432432432434,519.2596967591162,0.9918918918918921,483.7437696757794,0.8972972972972975,189.2008472772296
1.033783783783784,76.66822074546207,1.033783783783784,203.09176209047328,1.033783783783784,333.48547512351814,0.9067567567567569,93.16027658125505
1.075675675675676,47.525104110579015,1.0770270270270272,107.34188827013517,1.075675675675676,234.00803470013446,0.9162162162162164,72.70067807853815
1.121621621621622,33.944485527693864,1.1202702702702707,61.988009697475526,1.1202702702702707,179.40979660601673,0.9540540540540542,40.52213393797469
1.1675675675675679,27.444892780964242,1.1662162162162164,43.4972237363754,1.1675675675675679,140.00832056153908,0.9932432432432434,26.48969287610524
1.2135135135135138,23.400803470013443,1.2135135135135138,36.43665172900942,1.2148648648648652,117.28183955791505,,
1.263513513513514,20.30917620904737,1.263513513513514,32.763071936272254,1.2648648648648653,103.60593046256332,,
,,,,1.3162162162162168,89.91789964660106,,
