nv,mu,phi,r0_small,r0_large
13,0.09291928548568841,0.8165771635755799,1.0005005005005005,1.3996496496496498
13,0.09291928548568841,0.8165771635756273,0.9992492492492493,1.3996496496496498
13,0.09291928548568841,0.8165771635756242,0.9992492492492493,1.3996496496496498
13,0.09291928548568841,0.8165771635756128,0.9992492492492493,1.3996496496496498
13,0.09291928548568841,0.8165771635756125,0.9992492492492493,1.3996496496496498
13,0.09291928548568841,0.8165771635756242,0.9992492492492493,1.3996496496496498
13,0.09291928548568841,0.8165771635756258,0.9992492492492493,1.3996496496496498
13,0.09291928548568841,0.8165771635755806,0.9992492492492493,1.3996496496496498
13,0.09291928548568841,0.8165771635756216,0.9992492492492493,1.3996496496496498
19,0.0949963704011567,0.8180557997380011,0.9992492492492493,1.3996496496496498
19,0.0949963704011567,0.8180557997380116,0.9992492492492493,1.3996496496496498
19,0.0949963704011567,0.8180557997380116,0.9992492492492493,1.3996496496496498
19,0.0949963704011567,0.8180557997380103,0.9992492492492493,1.3996496496496498
19,0.0949963704011567,0.8180557997380089,0.9992492492492493,1.3996496496496498
19,0.0949963704011567,0.8180557997380072,0.9992492492492493,1.3996496496496498
19,0.0949963704011567,0.8180557997380065,0.9992492492492493,1.3996496496496498
19,0.0949963704011567,0.8180557997380118,0.9992492492492493,1.3996496496496498
19,0.0949963704011567,0.8180557997380089,0.9992492492492493,1.3996496496496498
19,0.0949963704011567,0.8180557997380137,0.9992492492492493,1.3996496496496498
31,0.09685551505548305,0.819486292070689,0.9992492492492493,1.3996496496496498
31,0.09685551505548305,0.8194862920706941,0.9992492492492493,1.3996496496496498
31,0.09685551505548305,0.8194862920706903,0.9992492492492493,1.3996496496496498
31,0.09685551505548305,0.819486292070672,1.0017517517517518,1.3996496496496498
31,0.09685551505548305,0.8194862920706859,1.0005005005005005,1.3996496496496498
31,0.09685551505548305,0.8194862920706751,1.0017517517517518,1.3996496496496498
31,0.09685551505548305,0.8194862920706755,1.0005005005005005,1.3996496496496498
31,0.09685551505548305,0.8194862920706855,0.9992492492492493,1.3996496496496498
31,0.09685551505548305,0.8194862920706676,0.9992492492492493,1.3996496496496498
31,0.09685551505548305,0.8194862920706805,1.0005005005005005,1.3996496496496498
5,0.08494776691458673,0.8150484069587102,0.9867367367367368,1.3996496496496498
5,0.08494776691458673,0.8150484069587077,0.9892392392392393,1.3983983983983985
5,0.08494776691458673,0.8150484069587118,0.9904904904904905,1.3996496496496498
5,0.08494776691458673,0.8150484069587112,0.9867367367367368,1.3996496496496498
